,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,FRANJA_H,TIPO_DE_CALLE,COMUNA,POS_X,POS_Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA
268,2017-0148,1,2017-11-29,2017,11,29,10:45:00,10,AVENIDA,3,-58.40708125,-34.62438894,PEATON,PASAJEROS,PEATON,FEMENINO,82,2017-11-29 00:00:00,Miércoles
269,2017-0149,1,2017-11-30,2017,11,30,12:20:00,12,AVENIDA,1,-58.36947198,-34.61477051,PEATON,PASAJEROS,PEATON,MASCULINO,13,2017-11-30 00:00:00,Jueves
270,2017-0150,1,2017-12-04,2017,12,4,01:15:00,1,AVENIDA,9,-58.51140889,-34.63934531,PEATON,AUTO,PEATON,MASCULINO,56,2017-12-04 00:00:00,Lunes
271,2017-0151,1,2017-12-04,2017,12,4,02:15:00,2,CALLE,4,-58.37460912,-34.65559133,PEATON,PASAJEROS,PEATON,MASCULINO,SD,2017-12-04 00:00:00,Lunes
272,2017-0152,1,2017-12-06,2017,12,6,17:30:00,17,CALLE,4,-58.41146277,-34.65073916,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,19,2017-12-06 00:00:00,Miércoles
273,2017-0153,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,6,-58.42855267,-34.61829385,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2017-12-12 00:00:00,Lunes
274,2017-0153,2,2017-12-11,2017,12,11,02:00:00,2,AVENIDA,6,-58.42855267,-34.61829385,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2017-12-12 00:00:00,Lunes
275,2017-0154,1,2017-12-11,2017,12,11,09:15:00,9,AVENIDA,4,-58.39035581,-34.63412287,PEATON,PASAJEROS,PEATON,MASCULINO,76,2017-12-11 00:00:00,Lunes
276,2017-0155,1,2017-12-12,2017,12,12,21:25:41,21,AVENIDA,7,-58.45593915,-34.62656868,SD,MOTO,SD,MASCULINO,77,SD,Martes
277,2017-0157,1,2017-12-17,2017,12,17,09:02:00,9,GRAL PAZ,9,-58.52866211,-34.64597065,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,53,2017-12-17 00:00:00,Domingo
278,2017-0158,1,2017-12-18,2017,12,18,21:30:00,21,GRAL PAZ,11,-58.52037476,-34.59407024,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2017-12-18 00:00:00,Lunes
279,2017-0159,1,2017-12-20,2017,12,20,04:31:27,4,AVENIDA,1,-58.38896772,-34.61799615,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2017-12-20 00:00:00,Miércoles
280,2017-0160,1,2017-12-22,2017,12,22,13:15:00,13,AVENIDA,7,-58.47074114,-34.62771756,PEATON,MOTO,PEATON,FEMENINO,30,2017-12-22 00:00:00,Viernes
281,2017-0161,1,2017-12-26,2017,12,26,15:30:00,15,AVENIDA,9,-58.48200819,-34.65969965,PEATON,AUTO,PEATON,FEMENINO,30,2017-12-26 00:00:00,Martes
282,2018-0001,1,2018-01-01,2018,1,1,22:50:00,22,AVENIDA,3,-58.39536773,-34.62297346,PEATON,MOTO,PEATON,MASCULINO,83,2018-01-02 00:00:00,Lunes
283,2018-0002,1,2018-01-03,2018,1,3,16:40:00,16,CALLE,1,-58.37456088,-34.61895467,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,26,2018-01-03 00:00:00,Miércoles
284,2018-0003,1,2018-01-05,2018,1,5,10:12:00,10,AVENIDA,15,-58.44860217,-34.60395657,PEATON,MULTIPLE,PEATON,FEMENINO,58,2018-01-05 00:00:00,Viernes
285,2018-0004,1,2018-01-09,2018,1,9,09:40:00,9,AVENIDA,13,-58.46129513,-34.54332766,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,39,2018-01-09 00:00:00,Martes
286,2018-0005,1,2018-01-09,2018,1,9,22:30:00,22,AVENIDA,1,-58.36907201,-34.61953517,PEATON,PASAJEROS,PEATON,MASCULINO,54,2018-01-09 00:00:00,Martes
287,2018-0006,1,2018-01-10,2018,1,10,21:15:00,21,CALLE,6,-58.44062219,-34.62499107,BICICLETA,PASAJEROS,CICLISTA,FEMENINO,45,2018-01-10 00:00:00,Miércoles
288,2018-0007,1,2018-01-11,2018,1,11,02:30:00,2,AUTOPISTA,9,-58.52502765,-34.63601265,AUTO,AUTO,CONDUCTOR,MASCULINO,46,2018-01-11 00:00:00,Jueves
289,2018-0008,1,2018-01-12,2018,1,12,17:50:00,17,AVENIDA,1,-58.36659655,-34.61687778,MOTO,CARGAS,CONDUCTOR,FEMENINO,32,2018-01-12 00:00:00,Viernes
290,2018-0009,1,2018-01-14,2018,1,14,02:00:00,2,AVENIDA,4,-58.36737389,-34.62763661,MOTO,MOTO,CONDUCTOR,MASCULINO,19,2018-01-14 00:00:00,Domingo
291,2018-0010,1,2018-01-18,2018,1,18,05:10:00,5,CALLE,10,-58.49807953,-34.63038658,MOTO,CARGAS,CONDUCTOR,MASCULINO,40,2018-01-18 00:00:00,Jueves
292,2018-0011,1,2018-01-19,2018,1,19,10:30:00,10,AVENIDA,2,-58.39092703,-34.59088447,PEATON,PASAJEROS,PEATON,MASCULINO,84,2018-01-19 00:00:00,Viernes
293,2018-0012,1,2018-01-26,2018,1,26,13:30:00,13,CALLE,8,-58.46912006,-34.68049201,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,20,2018-01-26 00:00:00,Viernes
294,2018-0013,1,2018-01-28,2018,1,28,08:15:00,8,AVENIDA,12,-58.48661286,-34.56786129,MOTO,AUTO,CONDUCTOR,MASCULINO,44,2018-01-28 00:00:00,Domingo
295,2018-0014,1,2018-01-31,2018,1,31,20:00:00,20,AVENIDA,7,-58.44074927,-34.65080597,PEATON,MOTO,PEATON,MASCULINO,SD,2018-02-04 00:00:00,Miércoles
296,2018-0015,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,4,-58.38636298,-34.64684275,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,28,2018-02-06 00:00:00,Martes
297,2018-0015,2,2018-02-06,2018,2,6,01:00:00,1,AVENIDA,4,-58.38636298,-34.64684275,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,19,2018-02-06 00:00:00,Martes
298,2018-0016,1,2018-02-15,2018,2,15,10:15:00,10,AVENIDA,1,-58.37533517,-34.59276462,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-02-15 00:00:00,Jueves
299,2018-0017,1,2018-02-17,2018,2,17,04:15:00,4,AVENIDA,7,-58.46963952,-34.63070603,PEATON,AUTO,PEATON,MASCULINO,35,2018-02-20 00:00:00,Sábado
300,2018-0018,1,2018-02-17,2018,2,17,07:15:00,7,CALLE,4,-58.37207554,-34.64543658,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-17 00:00:00,Sábado
301,2018-0019,1,2018-02-17,2018,2,17,12:30:00,12,AVENIDA,2,-58.39189441,-34.59176378,PEATON,PASAJEROS,PEATON,FEMENINO,80,2018-02-17 00:00:00,Sábado
302,2018-0020,1,2018-02-19,2018,2,19,22:00:00,22,AUTOPISTA,8,-58.45012957,-34.66518343,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2018-02-19 00:00:00,Lunes
303,2018-0021,1,2018-02-22,2018,2,22,10:45:00,10,AVENIDA,4,-58.40184094,-34.64546845,PEATON,PASAJEROS,PEATON,FEMENINO,62,2018-02-22 00:00:00,Jueves
304,2018-0022,1,2018-02-24,2018,2,24,00:00:00,0,AVENIDA,4,-58.37441153,-34.63966783,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2018-02-24 00:00:00,Sábado
305,2018-0023,1,2018-02-24,2018,2,24,06:00:00,6,CALLE,6,-58.44110156,-34.62082399,MOTO,AUTO,CONDUCTOR,MASCULINO,28,2018-02-24 00:00:00,Sábado
306,2018-0024,1,2018-02-28,2018,2,28,23:00:00,23,AVENIDA,15,-58.47087351,-34.57827342,PEATON,CARGAS,PEATON,MASCULINO,70,2018-02-28 00:00:00,Miércoles
307,2018-0025,1,2018-03-04,2018,3,4,22:30:00,22,AVENIDA,7,-58.45962210,-34.62245140,PEATON,AUTO,PEATON,MASCULINO,70,2018-03-05 00:00:00,Domingo
308,2018-0026,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,4,-58.41657793,-34.65476216,MOVIL,CARGAS,CONDUCTOR,MASCULINO,24,2018-03-09 00:00:00,Viernes
309,2018-0026,2,2018-03-09,2018,3,9,04:45:00,4,AVENIDA,4,-58.41657793,-34.65476216,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,30,2018-03-09 00:00:00,Viernes
310,2018-0027,1,2018-03-11,2018,3,11,23:00:00,23,CALLE,5,-58.41911301,-34.63722107,PEATON,MOTO,PEATON,FEMENINO,74,2018-03-11 00:00:00,Domingo
311,2018-0028,1,2018-03-13,2018,3,13,15:45:00,15,AVENIDA,9,-58.47120586,-34.64251042,PEATON,CARGAS,PEATON,MASCULINO,71,2018-03-13 00:00:00,Martes
312,2018-0029,1,2018-03-15,2018,3,15,18:00:00,18,AVENIDA,11,-58.47418944,-34.62049672,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-03-15 00:00:00,Jueves
313,2018-0030,1,2018-03-20,2018,3,20,01:30:00,1,AVENIDA,15,-58.46720441,-34.57905579,MOTO,MOTO,CONDUCTOR,MASCULINO,24,2018-03-20 00:00:00,Martes
314,2018-0031,1,2018-03-28,2018,3,28,10:15:00,10,AVENIDA,11,-58.46909362,-34.61779710,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2018-03-28 00:00:00,Miércoles
315,2018-0032,1,2018-04-02,2018,4,2,13:00:00,13,AVENIDA,13,-58.44704343,-34.56888640,PEATON,PASAJEROS,PEATON,MASCULINO,70,2018-04-02 00:00:00,Lunes
316,2018-0033,1,2018-04-07,2018,4,7,07:30:00,7,AVENIDA,10,-58.50535541,-34.62902048,MOTO,CARGAS,CONDUCTOR,FEMENINO,42,2018-04-10 00:00:00,Sábado
317,2018-0034,1,2018-04-11,2018,4,11,18:15:00,18,AVENIDA,2,-58.40021675,-34.59522198,PEATON,PASAJEROS,PEATON,MASCULINO,24,2018-04-11 00:00:00,Miércoles
318,2018-0035,1,2018-04-12,2018,4,12,16:45:00,16,AVENIDA,7,-58.46325991,-34.62919627,PEATON,PASAJEROS,PEATON,FEMENINO,39,2018-04-12 00:00:00,Jueves
319,2018-0036,1,2018-04-13,2018,4,13,23:15:00,23,AVENIDA,15,-58.49471482,-34.59694755,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2018-04-15 00:00:00,Viernes
320,2018-0037,1,2018-04-18,2018,4,18,18:45:00,18,AVENIDA,2,-58.39872610,-34.59975962,PEATON,CARGAS,PEATON,MASCULINO,84,2018-04-19 00:00:00,Miércoles
321,2018-0038,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,1,-58.38872177,-34.60885045,PEATON,AUTO,PEATON,FEMENINO,59,2018-04-20 00:00:00,Viernes
322,2018-0038,2,2018-04-20,2018,4,20,17:10:00,17,AVENIDA,1,-58.38872177,-34.60885045,PEATON,AUTO,PEATON,MASCULINO,61,2018-04-20 00:00:00,Viernes
323,2018-0039,1,2018-04-21,2018,4,21,22:15:00,22,AUTOPISTA,14,.,.,PEATON,AUTO,PEATON,MASCULINO,37,2018-04-21 00:00:00,Sábado
324,2018-0040,1,2018-04-27,2018,4,27,11:00:00,11,CALLE,13,-58.45686132,-34.57305993,PEATON,CARGAS,PEATON,FEMENINO,SD,2018-04-27 00:00:00,Viernes
325,2018-0041,1,2018-04-27,2018,4,27,13:30:00,13,AVENIDA,4,-58.42281627,-34.64282424,PEATON,PASAJEROS,PEATON,FEMENINO,78,2018-04-27 00:00:00,Viernes
326,2018-0042,1,2018-04-27,2018,4,27,18:43:00,18,CALLE,4,-58.38666024,-34.63953396,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27 00:00:00,Viernes
327,2018-0043,1,2018-04-28,2018,4,28,06:30:00,6,AVENIDA,11,-58.49122843,-34.61207587,MOTO,AUTO,CONDUCTOR,MASCULINO,25,2018-04-29 00:00:00,Sábado
328,2018-0044,1,2018-04-28,2018,4,28,09:00:00,9,AVENIDA,3,-58.40098306,-34.61866627,PEATON,AUTO,PEATON,FEMENINO,50,2018-04-28 00:00:00,Sábado
329,2018-0045,1,2018-04-30,2018,4,30,07:00:00,7,AVENIDA,13,-58.45448963,-34.57916920,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,2018-04-30 00:00:00,Lunes
330,2018-0046,1,2018-05-02,2018,5,2,03:15:00,3,GRAL PAZ,9,-58.52927982,-34.63931752,PEATON,AUTO,PEATON,MASCULINO,11,2018-05-02 00:00:00,Miércoles
331,2018-0047,1,2018-05-08,2018,5,8,19:00:00,19,AVENIDA,15,-58.44759966,-34.59170240,PEATON,PASAJEROS,PEATON,MASCULINO,82,2018-05-09 00:00:00,Martes
332,2018-0048,1,2018-05-09,2018,5,9,10:30:00,10,AVENIDA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS,PEATON,MASCULINO,57,2018-05-16 00:00:00,Miércoles
333,2018-0049,1,2018-05-11,2018,5,11,19:15:00,19,CALLE,13,-58.46213220,-34.55395823,PEATON,AUTO,PEATON,FEMENINO,40,2018-05-13 00:00:00,Viernes
334,2018-0050,1,2018-05-14,2018,5,14,18:45:00,18,AVENIDA,13,-58.45669422,-34.56203610,PEATON,PASAJEROS,PEATON,FEMENINO,47,2018-05-24 00:00:00,Lunes
335,2018-0051,1,2018-05-15,2018,5,15,21:15:00,21,CALLE,4,-58.35977160,-34.64341878,PEATON,AUTO,PEATON,FEMENINO,57,2018-05-15 00:00:00,Martes
336,2018-0052,1,2018-05-18,2018,5,18,20:30:00,20,AVENIDA,15,-58.49820145,-34.59070093,PEATON,PASAJEROS,PEATON,MASCULINO,78,2018-05-19 00:00:00,Viernes
337,2018-0053,1,2018-05-20,2018,5,20,02:30:00,2,CALLE,3,-58.41059280,-34.59939180,MOTO,AUTO,CONDUCTOR,MASCULINO,43,2018-05-20 00:00:00,Domingo
338,2018-0054,1,2018-05-22,2018,5,22,11:15:00,11,CALLE,12,-58.47969138,-34.57121563,PEATON,BICICLETA,PEATON,FEMENINO,86,2018-05-25 00:00:00,Martes
339,2018-0055,1,2018-05-29,2018,5,29,07:30:00,7,AVENIDA,3,-58.40351561,-34.61883916,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-05-29 00:00:00,Martes
340,2018-0056,1,2018-06-02,2018,6,2,13:00:00,13,AVENIDA,9,-58.51973844,-34.63918987,PEATON,PASAJEROS,PEATON,FEMENINO,69,2018-06-04 00:00:00,Sábado
341,2018-0057,1,2018-06-03,2018,6,3,03:30:00,3,CALLE,3,-58.39311376,-34.62163006,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-06-04 00:00:00,Domingo
342,2018-0058,1,2018-06-03,2018,6,3,06:30:00,6,AVENIDA,15,-58.43531242,-34.59082159,MOTO,AUTO,CONDUCTOR,MASCULINO,26,2018-06-13 00:00:00,Domingo
343,2018-0059,1,2018-06-08,2018,6,8,06:20:00,6,AVENIDA,5,-58.41178165,-34.63035454,MOTO,OTRO,CONDUCTOR,MASCULINO,54,2018-06-08 00:00:00,Viernes
344,2018-0060,1,2018-06-08,2018,6,8,12:50:00,12,AVENIDA,1,-58.37048800,-34.60189492,PEATON,PASAJEROS,PEATON,MASCULINO,51,2018-06-08 00:00:00,Viernes
345,2018-0061,1,2018-06-10,2018,6,10,11:15:00,11,CALLE,3,-58.39883882,-34.61964833,MOTO,MOTO,CONDUCTOR,MASCULINO,51,2018-06-10 00:00:00,Domingo
346,2018-0062,1,2018-06-14,2018,6,14,01:00:00,1,CALLE,6,-58.44110156,-34.62082399,PEATON,CARGAS,PEATON,MASCULINO,32,2018-06-14 00:00:00,Jueves
347,2018-0063,1,2018-06-16,2018,6,16,21:15:00,21,AVENIDA,1,-58.37093138,-34.59952725,PEATON,PASAJEROS,PEATON,FEMENINO,28,2018-06-17 00:00:00,Sábado
348,2018-0064,1,2018-06-25,2018,6,25,01:15:00,1,AVENIDA,7,-58.45855262,-34.63953253,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,2018-06-25 00:00:00,Lunes
349,2018-0065,1,2018-06-26,2018,6,26,17:30:00,17,CALLE,1,-58.38161909,-34.59283447,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,2018-06-26 00:00:00,Martes
350,2018-0066,1,2018-06-28,2018,6,28,11:00:00,11,AVENIDA,15,-58.45511899,-34.58698157,PEATON,PASAJEROS,PEATON,MASCULINO,73,2018-06-28 00:00:00,Jueves
351,2018-0067,1,2018-06-29,2018,6,29,16:15:00,16,AVENIDA,4,-58.37724226,-34.62973033,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-07-06 00:00:00,Viernes
352,2018-0068,1,2018-07-01,2018,7,1,09:00:00,9,AVENIDA,7,-58.45546217,-34.62930339,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2018-07-01 00:00:00,Domingo
353,2018-0069,1,2018-07-04,2018,7,4,21:45:00,21,AVENIDA,2,-58.39897064,-34.59954925,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20,2018-07-04 00:00:00,Miércoles
354,2018-0070,1,2018-07-07,2018,7,7,15:45:00,15,CALLE,3,-58.40917826,-34.62126274,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2018-07-07 00:00:00,Sábado
355,2018-0071,1,2018-07-10,2018,7,10,17:50:00,17,AVENIDA,1,-58.36726348,-34.61099738,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-07-10 00:00:00,Martes
356,2018-0072,1,2018-07-11,2018,7,11,13:15:00,13,AUTOPISTA,8,-58.48267426,-34.68454456,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2018-07-13 00:00:00,Miércoles
357,2018-0073,1,2018-07-11,2018,7,11,15:45:00,15,AVENIDA,4,-58.39546165,-34.65168841,PEATON,CARGAS,PEATON,FEMENINO,67,2018-07-11 00:00:00,Miércoles
358,2018-0074,1,2018-07-14,2018,7,14,06:04:00,6,AVENIDA,7,-58.46941984,-34.63376545,AUTO,CARGAS,CONDUCTOR,MASCULINO,25,2018-07-14 00:00:00,Sábado
359,2018-0075,1,2018-07-15,2018,7,15,07:30:00,7,AVENIDA,14,-58.40367321,-34.58129246,PEATON,AUTO,PEATON,MASCULINO,23,2018-07-15 00:00:00,Domingo
360,2018-0076,1,2018-07-16,2018,7,16,09:30:00,9,CALLE,9,-58.52932872,-34.65014993,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,2018-07-16 00:00:00,Lunes
361,2018-0077,1,2018-07-16,2018,7,16,23:15:00,23,CALLE,3,-58.40917826,-34.62126274,AUTO,CARGAS,CONDUCTOR,MASCULINO,58,2018-07-17 00:00:00,Lunes
362,2018-0078,1,2018-07-21,2018,7,21,06:15:00,6,CALLE,2,-58.41264127,-34.59473294,PEATON,AUTO,PEATON,MASCULINO,27,2018-07-21 00:00:00,Sábado
363,2018-0079,1,2018-07-23,2018,7,23,07:15:00,7,GRAL PAZ,9,-58.50877521,-34.66977709,PEATON,CARGAS,PEATON,MASCULINO,SD,2018-07-23 00:00:00,Lunes
364,2018-0080,1,2018-07-25,2018,7,25,22:22:00,22,AVENIDA,9,-58.51232237,-34.65903530,PEATON,AUTO,PEATON,MASCULINO,26,2018-07-25 00:00:00,Miércoles
365,2018-0081,1,2018-07-29,2018,7,29,06:30:00,6,AVENIDA,7,-58.44744156,-34.64567171,PEATON,MULTIPLE,PEATON,MASCULINO,35,2018-07-29 00:00:00,Domingo
366,2018-0082,1,2018-08-01,2018,8,1,15:53:00,15,AVENIDA,9,-58.49441273,-34.65869968,MOTO,CARGAS,CONDUCTOR,FEMENINO,17,2018-08-01 00:00:00,Miércoles
367,2018-0083,1,2018-08-02,2018,8,2,05:20:00,5,GRAL PAZ,8,-58.47976785,-34.69153196,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-08-02 00:00:00,Jueves
368,2018-0084,1,2018-08-03,2018,8,3,07:25:00,7,AVENIDA,1,-58.36523349,-34.62260331,PEATON,CARGAS,PEATON,MASCULINO,45,2018-08-03 00:00:00,Viernes
369,2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,3,-58.39118948,-34.62704273,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03 00:00:00,Viernes
370,2018-0085,2,2018-08-03,2018,8,3,18:16:00,18,AVENIDA,3,-58.39118948,-34.62704273,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,2018-08-03 00:00:00,Viernes
371,2018-0086,1,2018-08-10,2018,8,10,21:44:00,21,AVENIDA,9,-58.49019551,-34.65015854,PEATON,PASAJEROS,PEATON,MASCULINO,40,2018-08-10 00:00:00,Viernes
372,2018-0087,1,2018-08-15,2018,8,15,19:20:00,19,AVENIDA,5,-58.41644362,-34.63023775,PEATON,PASAJEROS,PEATON,MASCULINO,75,2018-08-20 00:00:00,Miércoles
373,2018-0088,1,2018-08-17,2018,8,17,16:36:00,16,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO,CARGAS,CONDUCTOR,MASCULINO,SD,2018-08-17 00:00:00,Viernes
374,2018-0089,1,2018-08-17,2018,8,17,17:56:00,17,AVENIDA,4,-58.39626094,-34.63036565,PEATON,PASAJEROS,PEATON,MASCULINO,80,2018-08-17 00:00:00,Viernes
375,2018-0090,1,2018-08-18,2018,8,18,10:34:00,10,AVENIDA,8,-58.43284809,-34.67051543,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2018-08-18 00:00:00,Sábado
376,2018-0091,1,2018-08-19,2018,8,19,18:47:00,18,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19 00:00:00,Domingo
377,2018-0092,1,2018-08-20,2018,8,20,08:20:00,8,AVENIDA,14,-58.42336930,-34.59774487,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2018-08-20 00:00:00,Lunes
378,2018-0093,1,2018-08-20,2018,8,20,08:41:00,8,CALLE,1,-58.38691681,-34.63105973,PEATON,PASAJEROS,PEATON,MASCULINO,24,2018-08-20 00:00:00,Lunes
379,2018-0094,1,2018-08-23,2018,8,23,05:35:00,5,CALLE,14,-58.41169020,-34.58579880,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,32,2018-08-23 00:00:00,Jueves
380,2018-0095,1,2018-08-26,2018,8,26,00:59:00,0,AVENIDA,9,-58.46739825,-34.65117757,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26 00:00:00,Domingo
381,2018-0096,1,2018-08-31,2018,8,31,22:20:00,22,AUTOPISTA,8,-58.44483258,-34.67152226,PEATON,AUTO,PEATON,MASCULINO,39,2018-08-31 00:00:00,Viernes
382,2018-0097,1,2018-09-02,2018,9,2,10:50:00,10,AVENIDA,8,-58.43254025,-34.66128115,AUTO,OTRO,CONDUCTOR,FEMENINO,35,2018-09-02 00:00:00,Domingo
383,2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,AUTO,CONDUCTOR,MASCULINO,55,2018-09-09 00:00:00,Domingo
384,2018-0098,2,2018-09-09,2018,9,9,05:00:00,5,GRAL PAZ,8,-58.47199387,-34.69640164,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09 00:00:00,Domingo
385,2018-0099,1,2018-09-12,2018,9,12,14:25:00,14,AVENIDA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS,PEATON,MASCULINO,18,2018-09-13 00:00:00,Miércoles
386,2018-0100,1,2018-09-20,2018,9,20,10:30:00,10,AVENIDA,1,-58.36217754,-34.62367156,MOTO,AUTO,SD,FEMENINO,33,2018-09-20 00:00:00,Jueves
387,2018-0101,1,2018-09-21,2018,9,21,00:15:00,0,GRAL PAZ,12,-58.48098594,-34.54073130,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,SD,2018-09-21 00:00:00,Viernes
388,2018-0102,1,2018-09-21,2018,9,21,00:30:00,0,CALLE,4,-58.41083404,-34.64640709,MOTO,AUTO,CONDUCTOR,MASCULINO,20,2018-09-21 00:00:00,Viernes
389,2018-0103,1,2018-09-27,2018,9,27,17:51:00,17,AVENIDA,7,-58.44609828,-34.64446729,PEATON,MOTO,PEATON,MASCULINO,1,2018-09-29 00:00:00,Jueves
390,2018-0104,1,2018-10-01,2018,10,1,08:58:00,8,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,MOTO,CONDUCTOR,MASCULINO,22,2018-10-01 00:00:00,Lunes
391,2018-0105,1,2018-10-03,2018,10,3,18:12:00,18,AVENIDA,7,-58.46963952,-34.63070603,PEATON,PASAJEROS,PEATON,FEMENINO,56,2018-10-03 00:00:00,Miércoles
392,2018-0106,1,2018-10-04,2018,10,4,22:02:00,22,AVENIDA,13,-58.43674281,-34.55161027,MOTO,MOTO,CONDUCTOR,MASCULINO,27,2018-10-04 00:00:00,Jueves
393,2018-0107,1,2018-10-06,2018,10,6,14:20:00,14,AVENIDA,3,-58.40596860,-34.61011987,PEATON,PASAJEROS,PEATON,FEMENINO,62,2018-10-06 00:00:00,Sábado
394,2018-0108,1,2018-10-09,2018,10,9,14:00:00,14,AVENIDA,1,-58.36154069,-34.60463618,MOTO,AUTO,CONDUCTOR,MASCULINO,37,2018-10-10 00:00:00,Martes
395,2018-0109,1,2018-10-10,2018,10,10,22:12:00,22,AVENIDA,1,-58.37062179,-34.60066507,PEATON,PASAJEROS,PEATON,MASCULINO,34,2018-10-10 00:00:00,Miércoles
396,2018-0110,1,2018-10-13,2018,10,13,03:05:00,3,AVENIDA,15,-58.43220014,-34.60207186,PEATON,MOTO,PEATON,MASCULINO,60,2018-10-14 00:00:00,Sábado
397,2018-0111,1,2018-10-19,2018,10,19,12:13:00,12,AUTOPISTA,9,-58.46958442,-34.64949724,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,2018-10-19 00:00:00,Viernes
398,2018-0112,1,2018-10-24,2018,10,24,09:18:00,9,CALLE,15,-58.44671397,-34.59970903,MOTO,CARGAS,CONDUCTOR,FEMENINO,28,2018-10-24 00:00:00,Miércoles
399,2018-0113,1,2018-10-25,2018,10,25,11:00:00,11,CALLE,11,-58.47152163,-34.61474911,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,2018-10-25 00:00:00,Jueves
400,2018-0114,1,2018-10-30,2018,10,30,02:15:00,2,AVENIDA,1,-58.39032921,-34.61807951,MOTO,AUTO,CONDUCTOR,MASCULINO,23,2018-10-30 00:00:00,Martes
401,2018-0115,1,2018-10-31,2018,10,31,12:30:00,12,CALLE,9,-58.52887773,-34.64297861,PEATON,PASAJEROS,PEATON,MASCULINO,42,2018-11-01 00:00:00,Miércoles
402,2018-0116,1,2018-11-01,2018,11,1,10:50:00,10,GRAL PAZ,8,-58.49371157,-34.67981324,PEATON,CARGAS,PEATON,MASCULINO,48,2018-11-08 00:00:00,Jueves
403,2018-0117,1,2018-11-04,2018,11,4,08:15:00,8,AVENIDA,9,-58.48266599,-34.66012327,MOTO,MOTO,CONDUCTOR,MASCULINO,30,2018-11-08 00:00:00,Domingo
404,2018-0118,1,2018-11-05,2018,11,5,14:49:00,14,AVENIDA,3,-58.40612253,-34.60774301,PEATON,MOTO,PEATON,FEMENINO,80,2018-11-05 00:00:00,Lunes
