,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,FRANJA_H,TIPO_DE_CALLE,COMUNA,POS_X,POS_Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA
676,2021-0063,1,2021-08-02,2021,8,2,04:40:00,4,AVENIDA,7,-58.46851293,-34.63348678,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-08-02 00:00:00,Lunes
677,2021-0064,1,2021-08-02,2021,8,2,20:00:00,20,GRAL PAZ,9,-58.52931141,-34.65422917,PEATON,CARGAS,PEATON,MASCULINO,37,2021-08-03 00:00:00,Lunes
678,2021-0065,1,2021-08-06,2021,8,6,08:30:00,8,AVENIDA,6,-58.42675754,-34.62699730,PEATON,PASAJEROS,PEATON,FEMENINO,63,2021-08-10 00:00:00,Viernes
679,2021-0066,1,2021-08-06,2021,8,6,20:00:00,20,AVENIDA,11,-58.52933723,-34.61098186,PEATON,PASAJEROS,PEATON,MASCULINO,59,2021-08-09 00:00:00,Viernes
680,2021-0067,1,2021-08-08,2021,8,8,09:29:00,9,AUTOPISTA,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,2021-08-08 00:00:00,Domingo
681,2021-0068,1,2021-08-15,2021,8,15,06:10:00,6,AVENIDA,11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,2021-08-15 00:00:00,Domingo
682,2021-0069,1,2021-08-20,2021,8,20,17:15:00,17,AVENIDA,14,-58.41354692,-34.58697680,PEATON,AUTO,PEATON,MASCULINO,17,2021-08-21 00:00:00,Viernes
683,2021-0070,1,2021-08-28,2021,8,28,08:30:00,8,AVENIDA,8,-58.43960781,-34.65470804,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2021-08-28 00:00:00,Sábado
684,2021-0071,1,2021-08-31,2021,8,31,16:00:00,16,CALLE,3,-58.40454610,-34.60003693,PEATON,MOTO,PEATON,MASCULINO,88,2021-09-01 00:00:00,Martes
685,2021-0072,1,2021-09-01,2021,9,1,19:10:00,19,AVENIDA,2,-58.39303911,-34.59871111,PEATON,AUTO,PEATON,FEMENINO,57,2021-09-01 00:00:00,Miércoles
686,2021-0073,1,2021-09-18,2021,9,18,12:20:00,12,AVENIDA,2,-58.39391034,-34.58405348,BICICLETA,AUTO,CICLISTA,FEMENINO,76,2021-09-18 00:00:00,Sábado
687,2021-0074,1,2021-09-20,2021,9,20,15:00:00,15,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,55,2021-09-20 00:00:00,Lunes
688,2021-0075,1,2021-09-21,2021,9,21,14:30:00,14,CALLE,1,-58.38281301,-34.62786038,PEATON,CARGAS,PEATON,MASCULINO,65,2021-09-21 00:00:00,Martes
689,2021-0076,1,2021-10-16,2021,10,16,06:15:00,6,AVENIDA,7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,2021-10-16 00:00:00,Sábado
690,2021-0077,1,2021-10-18,2021,10,18,07:20:00,7,AVENIDA,6,-58.44402387,-34.62933109,MOTO,CARGAS,CONDUCTOR,FEMENINO,31,2021-10-18 00:00:00,Lunes
691,2021-0078,1,2021-10-23,2021,10,23,06:35:00,6,AVENIDA,6,-58.42779702,-34.62207347,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,22,2021-10-23 00:00:00,Sábado
692,2021-0079,1,2021-10-25,2021,10,25,03:30:00,3,CALLE,3,-58.40944147,-34.60097942,PEATON,AUTO,PEATON,MASCULINO,SD,2021-10-25 00:00:00,Lunes
693,2021-0080,1,2021-10-28,2021,10,28,16:16:00,16,AVENIDA,1,-58.38277479,-34.59430160,MOTO,AUTO,CONDUCTOR,MASCULINO,32,2021-10-28 00:00:00,Jueves
694,2021-0081,1,2021-11-02,2021,11,2,13:35:00,13,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO,CARGAS,CONDUCTOR,MASCULINO,26,2021-11-02 00:00:00,Martes
695,2021-0082,1,2021-11-06,2021,11,6,04:39:00,4,AUTOPISTA,3,-58.39591856,-34.62453459,MOTO,AUTO,CONDUCTOR,MASCULINO,38,2021-11-06 00:00:00,Sábado
696,2021-0083,1,2021-11-09,2021,11,9,00:35:00,0,AVENIDA,13,-58.45829717,-34.56015762,MOTO,AUTO,CONDUCTOR,MASCULINO,30,2021-11-09 00:00:00,Martes
697,2021-0084,1,2021-11-11,2021,11,11,03:00:00,3,AVENIDA,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,2021-11-11 00:00:00,Jueves
698,2021-0085,1,2021-11-20,2021,11,20,18:30:00,18,GRAL PAZ,12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,49,2021-11-20 00:00:00,Sábado
699,2021-0086,1,2021-11-25,2021,11,25,10:10:00,10,AVENIDA,6,-58.44864864,-34.62352826,PEATON,PASAJEROS,PEATON,MASCULINO,75,2021-11-25 00:00:00,Jueves
700,2021-0087,1,2021-11-27,2021,11,27,11:22:00,11,CALLE,1,-58.37795815,-34.59167894,PEATON,BICICLETA,PEATON,FEMENINO,73,2021-11-27 00:00:00,Sábado
701,2021-0088,1,2021-12-01,2021,12,1,15:40:00,15,CALLE,13,-58.45531707,-34.55555257,MOTO,AUTO,CONDUCTOR,MASCULINO,45,2021-12-07 00:00:00,Miércoles
702,2021-0089,1,2021-12-02,2021,12,2,01:10:00,1,AVENIDA,11,-58.47633683,-34.62140594,MOTO,AUTO,CONDUCTOR,MASCULINO,41,2021-12-11 00:00:00,Jueves
703,2021-0090,1,2021-12-10,2021,12,10,11:45:00,11,AVENIDA,1,-58.38188582,-34.60256036,PEATON,PASAJEROS,PEATON,MASCULINO,73,2022-01-03 00:00:00,Viernes
704,2021-0091,1,2021-12-11,2021,12,11,23:00:00,23,CALLE,10,-58.51989389,-34.62284918,MOTO,AUTO,CONDUCTOR,MASCULINO,24,2021-12-11 00:00:00,Sábado
705,2021-0092,1,2021-12-12,2021,12,12,06:20:00,6,AVENIDA,3,-58.40596860,-34.61011987,PEATON,AUTO,PEATON,FEMENINO,50,2021-12-12 00:00:00,Domingo
706,2021-0093,1,2021-12-13,2021,12,13,17:10:00,17,AVENIDA,7,-58.43353773,-34.64561636,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-12-18 00:00:00,Lunes
707,2021-0094,1,2021-12-20,2021,12,20,01:10:00,1,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-12-20 00:00:00,Lunes
708,2021-0095,1,2021-12-30,2021,12,30,00:43:00,0,AVENIDA,11,-58.47293407,-34.61984745,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,2022-01-02 00:00:00,Jueves
709,2021-0096,1,2021-12-15,2021,12,15,10:30:00,10,AVENIDA,9,-58.47066794,-34.65021673,AUTO,CARGAS,CONDUCTOR,MASCULINO,60,2021-12-20 00:00:00,Miércoles
710,2021-0097,1,2021-11-18,2021,11,18,06:10:00,6,CALLE,1,-58.37976155,-34.58679619,BICICLETA,AUTO,CICLISTA,MASCULINO,53,2021-11-19 00:00:00,Jueves
